=== DANH SÁCH LUẬT KẾT HỢP (MinConf = 0.6) ===
29 -> 5 : sup = 2964.00, conf = 0.93, lift = 0.00
29 52 60 -> 5 40 : sup = 2888.00, conf = 0.92, lift = 0.00
29 40 52 -> 5 60 : sup = 2888.00, conf = 0.92, lift = 0.00
40 52 60 -> 5 29 : sup = 2888.00, conf = 0.93, lift = 0.00
5 29 52 -> 40 60 : sup = 2888.00, conf = 0.98, lift = 0.00
5 52 60 -> 29 40 : sup = 2888.00, conf = 0.99, lift = 0.00
5 40 52 -> 29 60 : sup = 2888.00, conf = 0.98, lift = 0.00
29 60 -> 5 40 52 : sup = 2888.00, conf = 0.92, lift = 0.00
29 40 -> 5 52 60 : sup = 2888.00, conf = 0.92, lift = 0.00
40 60 -> 5 29 52 : sup = 2888.00, conf = 0.92, lift = 0.00
5 29 -> 40 52 60 : sup = 2888.00, conf = 0.97, lift = 0.00
5 60 -> 29 40 52 : sup = 2888.00, conf = 0.99, lift = 0.00
5 40 -> 29 52 60 : sup = 2888.00, conf = 0.98, lift = 0.00
29 52 -> 5 40 60 : sup = 2888.00, conf = 0.91, lift = 0.00
52 60 -> 5 29 40 : sup = 2888.00, conf = 0.92, lift = 0.00
40 52 -> 5 29 60 : sup = 2888.00, conf = 0.91, lift = 0.00
5 52 -> 29 40 60 : sup = 2888.00, conf = 0.98, lift = 0.00
29 -> 5 40 52 60 : sup = 2888.00, conf = 0.91, lift = 0.00
60 -> 5 29 40 52 : sup = 2888.00, conf = 0.92, lift = 0.00
40 -> 5 29 52 60 : sup = 2888.00, conf = 0.91, lift = 0.00
5 -> 29 40 52 60 : sup = 2888.00, conf = 0.97, lift = 0.00
52 -> 5 29 40 60 : sup = 2888.00, conf = 0.91, lift = 0.00
7 29 40 58 -> 52 : sup = 3031.00, conf = 1.00, lift = 0.00
29 40 52 58 -> 7 : sup = 3031.00, conf = 0.96, lift = 0.00
7 29 52 58 -> 40 : sup = 3031.00, conf = 0.99, lift = 0.00
7 29 40 52 -> 58 : sup = 3031.00, conf = 1.00, lift = 0.00
7 40 52 58 -> 29 : sup = 3031.00, conf = 1.00, lift = 0.00
29 40 58 -> 7 52 : sup = 3031.00, conf = 0.96, lift = 0.00
7 29 58 -> 40 52 : sup = 3031.00, conf = 0.99, lift = 0.00
7 29 40 -> 52 58 : sup = 3031.00, conf = 1.00, lift = 0.00
7 40 58 -> 29 52 : sup = 3031.00, conf = 0.99, lift = 0.00
29 52 58 -> 7 40 : sup = 3031.00, conf = 0.96, lift = 0.00
29 40 52 -> 7 58 : sup = 3031.00, conf = 0.96, lift = 0.00
40 52 58 -> 7 29 : sup = 3031.00, conf = 0.96, lift = 0.00
7 29 52 -> 40 58 : sup = 3031.00, conf = 0.99, lift = 0.00
7 52 58 -> 29 40 : sup = 3031.00, conf = 0.99, lift = 0.00
7 40 52 -> 29 58 : sup = 3031.00, conf = 1.00, lift = 0.00
29 58 -> 7 40 52 : sup = 3031.00, conf = 0.95, lift = 0.00
29 40 -> 7 52 58 : sup = 3031.00, conf = 0.96, lift = 0.00
40 58 -> 7 29 52 : sup = 3031.00, conf = 0.96, lift = 0.00
7 29 -> 40 52 58 : sup = 3031.00, conf = 0.99, lift = 0.00
7 58 -> 29 40 52 : sup = 3031.00, conf = 0.99, lift = 0.00
7 40 -> 29 52 58 : sup = 3031.00, conf = 0.99, lift = 0.00
29 52 -> 7 40 58 : sup = 3031.00, conf = 0.96, lift = 0.00
52 58 -> 7 29 40 : sup = 3031.00, conf = 0.95, lift = 0.00
40 52 -> 7 29 58 : sup = 3031.00, conf = 0.96, lift = 0.00
7 52 -> 29 40 58 : sup = 3031.00, conf = 0.99, lift = 0.00
29 -> 7 40 52 58 : sup = 3031.00, conf = 0.95, lift = 0.00
58 -> 7 29 40 52 : sup = 3031.00, conf = 0.95, lift = 0.00
40 -> 7 29 52 58 : sup = 3031.00, conf = 0.96, lift = 0.00
7 -> 29 40 52 58 : sup = 3031.00, conf = 0.99, lift = 0.00
52 -> 7 29 40 58 : sup = 3031.00, conf = 0.95, lift = 0.00
29 58 66 -> 34 : sup = 2881.00, conf = 0.96, lift = 0.00
29 34 58 -> 66 : sup = 2881.00, conf = 0.95, lift = 0.00
29 34 66 -> 58 : sup = 2881.00, conf = 1.00, lift = 0.00
34 58 66 -> 29 : sup = 2881.00, conf = 1.00, lift = 0.00
29 58 -> 34 66 : sup = 2881.00, conf = 0.91, lift = 0.00
29 66 -> 34 58 : sup = 2881.00, conf = 0.96, lift = 0.00
58 66 -> 29 34 : sup = 2881.00, conf = 0.95, lift = 0.00
29 34 -> 58 66 : sup = 2881.00, conf = 0.95, lift = 0.00
34 58 -> 29 66 : sup = 2881.00, conf = 0.95, lift = 0.00
34 66 -> 29 58 : sup = 2881.00, conf = 1.00, lift = 0.00
29 -> 34 58 66 : sup = 2881.00, conf = 0.91, lift = 0.00
58 -> 29 34 66 : sup = 2881.00, conf = 0.90, lift = 0.00
66 -> 29 34 58 : sup = 2881.00, conf = 0.95, lift = 0.00
34 -> 29 58 66 : sup = 2881.00, conf = 0.95, lift = 0.00
29 40 52 -> 66 : sup = 2978.00, conf = 0.95, lift = 0.00
29 40 66 -> 52 : sup = 2978.00, conf = 1.00, lift = 0.00
29 52 66 -> 40 : sup = 2978.00, conf = 0.99, lift = 0.00
40 52 66 -> 29 : sup = 2978.00, conf = 1.00, lift = 0.00
29 40 -> 52 66 : sup = 2978.00, conf = 0.94, lift = 0.00
29 52 -> 40 66 : sup = 2978.00, conf = 0.94, lift = 0.00
40 52 -> 29 66 : sup = 2978.00, conf = 0.94, lift = 0.00
29 66 -> 40 52 : sup = 2978.00, conf = 0.99, lift = 0.00
40 66 -> 29 52 : sup = 2978.00, conf = 0.99, lift = 0.00
52 66 -> 29 40 : sup = 2978.00, conf = 0.99, lift = 0.00
29 -> 40 52 66 : sup = 2978.00, conf = 0.94, lift = 0.00
40 -> 29 52 66 : sup = 2978.00, conf = 0.94, lift = 0.00
52 -> 29 40 66 : sup = 2978.00, conf = 0.94, lift = 0.00
66 -> 29 40 52 : sup = 2978.00, conf = 0.99, lift = 0.00
29 60 62 -> 36 : sup = 2904.00, conf = 0.97, lift = 0.00
29 36 62 -> 60 : sup = 2904.00, conf = 0.99, lift = 0.00
36 60 62 -> 29 : sup = 2904.00, conf = 1.00, lift = 0.00
29 36 60 -> 62 : sup = 2904.00, conf = 0.96, lift = 0.00
29 62 -> 36 60 : sup = 2904.00, conf = 0.95, lift = 0.00
60 62 -> 29 36 : sup = 2904.00, conf = 0.96, lift = 0.00
29 60 -> 36 62 : sup = 2904.00, conf = 0.93, lift = 0.00
36 62 -> 29 60 : sup = 2904.00, conf = 0.98, lift = 0.00
29 36 -> 60 62 : sup = 2904.00, conf = 0.94, lift = 0.00
36 60 -> 29 62 : sup = 2904.00, conf = 0.95, lift = 0.00
62 -> 29 36 60 : sup = 2904.00, conf = 0.95, lift = 0.00
29 -> 36 60 62 : sup = 2904.00, conf = 0.91, lift = 0.00
60 -> 29 36 62 : sup = 2904.00, conf = 0.92, lift = 0.00
36 -> 29 60 62 : sup = 2904.00, conf = 0.94, lift = 0.00
58 60 62 -> 7 : sup = 2896.00, conf = 0.96, lift = 0.00
7 60 62 -> 58 : sup = 2896.00, conf = 1.00, lift = 0.00
7 58 62 -> 60 : sup = 2896.00, conf = 0.99, lift = 0.00
7 58 60 -> 62 : sup = 2896.00, conf = 0.96, lift = 0.00
60 62 -> 7 58 : sup = 2896.00, conf = 0.96, lift = 0.00
58 62 -> 7 60 : sup = 2896.00, conf = 0.95, lift = 0.00
58 60 -> 7 62 : sup = 2896.00, conf = 0.92, lift = 0.00
7 62 -> 58 60 : sup = 2896.00, conf = 0.99, lift = 0.00
7 60 -> 58 62 : sup = 2896.00, conf = 0.96, lift = 0.00
7 58 -> 60 62 : sup = 2896.00, conf = 0.94, lift = 0.00
62 -> 7 58 60 : sup = 2896.00, conf = 0.95, lift = 0.00
60 -> 7 58 62 : sup = 2896.00, conf = 0.92, lift = 0.00
58 -> 7 60 62 : sup = 2896.00, conf = 0.91, lift = 0.00
7 -> 58 60 62 : sup = 2896.00, conf = 0.94, lift = 0.00
29 56 62 -> 40 : sup = 2894.00, conf = 1.00, lift = 0.00
29 40 62 -> 56 : sup = 2894.00, conf = 0.96, lift = 0.00
40 56 62 -> 29 : sup = 2894.00, conf = 0.99, lift = 0.00
29 40 56 -> 62 : sup = 2894.00, conf = 0.97, lift = 0.00
29 62 -> 40 56 : sup = 2894.00, conf = 0.95, lift = 0.00
56 62 -> 29 40 : sup = 2894.00, conf = 0.99, lift = 0.00
29 56 -> 40 62 : sup = 2894.00, conf = 0.96, lift = 0.00
40 62 -> 29 56 : sup = 2894.00, conf = 0.95, lift = 0.00
29 40 -> 56 62 : sup = 2894.00, conf = 0.92, lift = 0.00
40 56 -> 29 62 : sup = 2894.00, conf = 0.97, lift = 0.00
62 -> 29 40 56 : sup = 2894.00, conf = 0.95, lift = 0.00
29 -> 40 56 62 : sup = 2894.00, conf = 0.91, lift = 0.00
56 -> 29 40 62 : sup = 2894.00, conf = 0.96, lift = 0.00
40 -> 29 56 62 : sup = 2894.00, conf = 0.91, lift = 0.00
29 58 60 -> 40 : sup = 3110.00, conf = 0.99, lift = 0.00
29 40 60 -> 58 : sup = 3110.00, conf = 1.00, lift = 0.00
29 40 58 -> 60 : sup = 3110.00, conf = 0.99, lift = 0.00
40 58 60 -> 29 : sup = 3110.00, conf = 1.00, lift = 0.00
29 60 -> 40 58 : sup = 3110.00, conf = 0.99, lift = 0.00
29 58 -> 40 60 : sup = 3110.00, conf = 0.98, lift = 0.00
58 60 -> 29 40 : sup = 3110.00, conf = 0.99, lift = 0.00
29 40 -> 58 60 : sup = 3110.00, conf = 0.99, lift = 0.00
40 60 -> 29 58 : sup = 3110.00, conf = 1.00, lift = 0.00
40 58 -> 29 60 : sup = 3110.00, conf = 0.98, lift = 0.00
29 -> 40 58 60 : sup = 3110.00, conf = 0.98, lift = 0.00
60 -> 29 40 58 : sup = 3110.00, conf = 0.99, lift = 0.00
58 -> 29 40 60 : sup = 3110.00, conf = 0.97, lift = 0.00
40 -> 29 58 60 : sup = 3110.00, conf = 0.98, lift = 0.00
29 52 58 -> 48 : sup = 2986.00, conf = 0.94, lift = 0.00
29 48 58 -> 52 : sup = 2986.00, conf = 1.00, lift = 0.00
29 48 52 -> 58 : sup = 2986.00, conf = 1.00, lift = 0.00
48 52 58 -> 29 : sup = 2986.00, conf = 1.00, lift = 0.00
29 58 -> 48 52 : sup = 2986.00, conf = 0.94, lift = 0.00
29 52 -> 48 58 : sup = 2986.00, conf = 0.94, lift = 0.00
52 58 -> 29 48 : sup = 2986.00, conf = 0.94, lift = 0.00
29 48 -> 52 58 : sup = 2986.00, conf = 1.00, lift = 0.00
48 58 -> 29 52 : sup = 2986.00, conf = 0.99, lift = 0.00
48 52 -> 29 58 : sup = 2986.00, conf = 0.99, lift = 0.00
29 -> 48 52 58 : sup = 2986.00, conf = 0.94, lift = 0.00
58 -> 29 48 52 : sup = 2986.00, conf = 0.93, lift = 0.00
52 -> 29 48 58 : sup = 2986.00, conf = 0.94, lift = 0.00
48 -> 29 52 58 : sup = 2986.00, conf = 0.99, lift = 0.00
60 62 -> 66 : sup = 2892.00, conf = 0.96, lift = 0.00
62 66 -> 60 : sup = 2892.00, conf = 1.00, lift = 0.00
60 66 -> 62 : sup = 2892.00, conf = 0.96, lift = 0.00
62 -> 60 66 : sup = 2892.00, conf = 0.95, lift = 0.00
60 -> 62 66 : sup = 2892.00, conf = 0.92, lift = 0.00
66 -> 60 62 : sup = 2892.00, conf = 0.96, lift = 0.00
40 52 62 -> 34 : sup = 2892.00, conf = 0.95, lift = 0.00
34 40 62 -> 52 : sup = 2892.00, conf = 1.00, lift = 0.00
34 52 62 -> 40 : sup = 2892.00, conf = 1.00, lift = 0.00
34 40 52 -> 62 : sup = 2892.00, conf = 0.96, lift = 0.00
40 62 -> 34 52 : sup = 2892.00, conf = 0.95, lift = 0.00
52 62 -> 34 40 : sup = 2892.00, conf = 0.95, lift = 0.00
40 52 -> 34 62 : sup = 2892.00, conf = 0.92, lift = 0.00
34 62 -> 40 52 : sup = 2892.00, conf = 0.99, lift = 0.00
34 40 -> 52 62 : sup = 2892.00, conf = 0.96, lift = 0.00
34 52 -> 40 62 : sup = 2892.00, conf = 0.95, lift = 0.00
62 -> 34 40 52 : sup = 2892.00, conf = 0.95, lift = 0.00
40 -> 34 52 62 : sup = 2892.00, conf = 0.91, lift = 0.00
52 -> 34 40 62 : sup = 2892.00, conf = 0.91, lift = 0.00
34 -> 40 52 62 : sup = 2892.00, conf = 0.95, lift = 0.00
36 58 60 -> 34 : sup = 2897.00, conf = 0.95, lift = 0.00
34 58 60 -> 36 : sup = 2897.00, conf = 0.97, lift = 0.00
34 36 60 -> 58 : sup = 2897.00, conf = 1.00, lift = 0.00
34 36 58 -> 60 : sup = 2897.00, conf = 0.98, lift = 0.00
58 60 -> 34 36 : sup = 2897.00, conf = 0.92, lift = 0.00
36 60 -> 34 58 : sup = 2897.00, conf = 0.95, lift = 0.00
36 58 -> 34 60 : sup = 2897.00, conf = 0.94, lift = 0.00
34 60 -> 36 58 : sup = 2897.00, conf = 0.97, lift = 0.00
34 58 -> 36 60 : sup = 2897.00, conf = 0.95, lift = 0.00
34 36 -> 58 60 : sup = 2897.00, conf = 0.98, lift = 0.00
60 -> 34 36 58 : sup = 2897.00, conf = 0.92, lift = 0.00
58 -> 34 36 60 : sup = 2897.00, conf = 0.91, lift = 0.00
36 -> 34 58 60 : sup = 2897.00, conf = 0.93, lift = 0.00
34 -> 36 58 60 : sup = 2897.00, conf = 0.95, lift = 0.00
40 52 60 -> 36 : sup = 3016.00, conf = 0.97, lift = 0.00
36 40 60 -> 52 : sup = 3016.00, conf = 1.00, lift = 0.00
36 52 60 -> 40 : sup = 3016.00, conf = 0.99, lift = 0.00
36 40 52 -> 60 : sup = 3016.00, conf = 0.98, lift = 0.00
40 60 -> 36 52 : sup = 3016.00, conf = 0.97, lift = 0.00
52 60 -> 36 40 : sup = 3016.00, conf = 0.96, lift = 0.00
40 52 -> 36 60 : sup = 3016.00, conf = 0.95, lift = 0.00
36 60 -> 40 52 : sup = 3016.00, conf = 0.99, lift = 0.00
36 40 -> 52 60 : sup = 3016.00, conf = 0.98, lift = 0.00
36 52 -> 40 60 : sup = 3016.00, conf = 0.98, lift = 0.00
60 -> 36 40 52 : sup = 3016.00, conf = 0.96, lift = 0.00
40 -> 36 52 60 : sup = 3016.00, conf = 0.95, lift = 0.00
52 -> 36 40 60 : sup = 3016.00, conf = 0.95, lift = 0.00
36 -> 40 52 60 : sup = 3016.00, conf = 0.97, lift = 0.00
7 29 58 60 -> 34 : sup = 2882.00, conf = 0.95, lift = 0.00
29 34 58 60 -> 7 : sup = 2882.00, conf = 0.96, lift = 0.00
7 29 34 60 -> 58 : sup = 2882.00, conf = 1.00, lift = 0.00
7 29 34 58 -> 60 : sup = 2882.00, conf = 0.98, lift = 0.00
7 34 58 60 -> 29 : sup = 2882.00, conf = 1.00, lift = 0.00
29 58 60 -> 7 34 : sup = 2882.00, conf = 0.92, lift = 0.00
7 29 60 -> 34 58 : sup = 2882.00, conf = 0.95, lift = 0.00
7 29 58 -> 34 60 : sup = 2882.00, conf = 0.94, lift = 0.00
7 58 60 -> 29 34 : sup = 2882.00, conf = 0.95, lift = 0.00
29 34 60 -> 7 58 : sup = 2882.00, conf = 0.96, lift = 0.00
29 34 58 -> 7 60 : sup = 2882.00, conf = 0.95, lift = 0.00
34 58 60 -> 7 29 : sup = 2882.00, conf = 0.96, lift = 0.00
7 29 34 -> 58 60 : sup = 2882.00, conf = 0.98, lift = 0.00
7 34 60 -> 29 58 : sup = 2882.00, conf = 1.00, lift = 0.00
7 34 58 -> 29 60 : sup = 2882.00, conf = 0.98, lift = 0.00
29 60 -> 7 34 58 : sup = 2882.00, conf = 0.92, lift = 0.00
29 58 -> 7 34 60 : sup = 2882.00, conf = 0.91, lift = 0.00
58 60 -> 7 29 34 : sup = 2882.00, conf = 0.92, lift = 0.00
7 29 -> 34 58 60 : sup = 2882.00, conf = 0.94, lift = 0.00
7 60 -> 29 34 58 : sup = 2882.00, conf = 0.95, lift = 0.00
7 58 -> 29 34 60 : sup = 2882.00, conf = 0.94, lift = 0.00
29 34 -> 7 58 60 : sup = 2882.00, conf = 0.95, lift = 0.00
34 60 -> 7 29 58 : sup = 2882.00, conf = 0.96, lift = 0.00
34 58 -> 7 29 60 : sup = 2882.00, conf = 0.95, lift = 0.00
7 34 -> 29 58 60 : sup = 2882.00, conf = 0.98, lift = 0.00
29 -> 7 34 58 60 : sup = 2882.00, conf = 0.91, lift = 0.00
60 -> 7 29 34 58 : sup = 2882.00, conf = 0.92, lift = 0.00
58 -> 7 29 34 60 : sup = 2882.00, conf = 0.90, lift = 0.00
7 -> 29 34 58 60 : sup = 2882.00, conf = 0.94, lift = 0.00
34 -> 7 29 58 60 : sup = 2882.00, conf = 0.95, lift = 0.00
7 29 40 60 -> 52 : sup = 2988.00, conf = 1.00, lift = 0.00
29 40 52 60 -> 7 : sup = 2988.00, conf = 0.96, lift = 0.00
7 29 52 60 -> 40 : sup = 2988.00, conf = 0.99, lift = 0.00
7 29 40 52 -> 60 : sup = 2988.00, conf = 0.99, lift = 0.00
7 40 52 60 -> 29 : sup = 2988.00, conf = 1.00, lift = 0.00
29 40 60 -> 7 52 : sup = 2988.00, conf = 0.96, lift = 0.00
7 29 60 -> 40 52 : sup = 2988.00, conf = 0.99, lift = 0.00
7 29 40 -> 52 60 : sup = 2988.00, conf = 0.98, lift = 0.00
7 40 60 -> 29 52 : sup = 2988.00, conf = 0.99, lift = 0.00
29 52 60 -> 7 40 : sup = 2988.00, conf = 0.96, lift = 0.00
29 40 52 -> 7 60 : sup = 2988.00, conf = 0.95, lift = 0.00
40 52 60 -> 7 29 : sup = 2988.00, conf = 0.96, lift = 0.00
7 29 52 -> 40 60 : sup = 2988.00, conf = 0.98, lift = 0.00
7 52 60 -> 29 40 : sup = 2988.00, conf = 0.99, lift = 0.00
7 40 52 -> 29 60 : sup = 2988.00, conf = 0.98, lift = 0.00
29 60 -> 7 40 52 : sup = 2988.00, conf = 0.95, lift = 0.00
29 40 -> 7 52 60 : sup = 2988.00, conf = 0.95, lift = 0.00
40 60 -> 7 29 52 : sup = 2988.00, conf = 0.96, lift = 0.00
7 29 -> 40 52 60 : sup = 2988.00, conf = 0.97, lift = 0.00
7 60 -> 29 40 52 : sup = 2988.00, conf = 0.99, lift = 0.00
7 40 -> 29 52 60 : sup = 2988.00, conf = 0.98, lift = 0.00
29 52 -> 7 40 60 : sup = 2988.00, conf = 0.94, lift = 0.00
52 60 -> 7 29 40 : sup = 2988.00, conf = 0.95, lift = 0.00
40 52 -> 7 29 60 : sup = 2988.00, conf = 0.95, lift = 0.00
7 52 -> 29 40 60 : sup = 2988.00, conf = 0.97, lift = 0.00
29 -> 7 40 52 60 : sup = 2988.00, conf = 0.94, lift = 0.00
60 -> 7 29 40 52 : sup = 2988.00, conf = 0.95, lift = 0.00
40 -> 7 29 52 60 : sup = 2988.00, conf = 0.94, lift = 0.00
7 -> 29 40 52 60 : sup = 2988.00, conf = 0.97, lift = 0.00
52 -> 7 29 40 60 : sup = 2988.00, conf = 0.94, lift = 0.00
29 60 66 -> 34 : sup = 2882.00, conf = 0.96, lift = 0.00
29 34 60 -> 66 : sup = 2882.00, conf = 0.96, lift = 0.00
29 34 66 -> 60 : sup = 2882.00, conf = 1.00, lift = 0.00
34 60 66 -> 29 : sup = 2882.00, conf = 1.00, lift = 0.00
29 60 -> 34 66 : sup = 2882.00, conf = 0.92, lift = 0.00
29 66 -> 34 60 : sup = 2882.00, conf = 0.96, lift = 0.00
60 66 -> 29 34 : sup = 2882.00, conf = 0.95, lift = 0.00
29 34 -> 60 66 : sup = 2882.00, conf = 0.95, lift = 0.00
34 60 -> 29 66 : sup = 2882.00, conf = 0.96, lift = 0.00
34 66 -> 29 60 : sup = 2882.00, conf = 1.00, lift = 0.00
29 -> 34 60 66 : sup = 2882.00, conf = 0.91, lift = 0.00
60 -> 29 34 66 : sup = 2882.00, conf = 0.92, lift = 0.00
66 -> 29 34 60 : sup = 2882.00, conf = 0.95, lift = 0.00
34 -> 29 60 66 : sup = 2882.00, conf = 0.95, lift = 0.00
29 36 58 -> 66 : sup = 2915.00, conf = 0.95, lift = 0.00
29 58 66 -> 36 : sup = 2915.00, conf = 0.97, lift = 0.00
29 36 66 -> 58 : sup = 2915.00, conf = 1.00, lift = 0.00
36 58 66 -> 29 : sup = 2915.00, conf = 1.00, lift = 0.00
29 58 -> 36 66 : sup = 2915.00, conf = 0.92, lift = 0.00
29 36 -> 58 66 : sup = 2915.00, conf = 0.95, lift = 0.00
36 58 -> 29 66 : sup = 2915.00, conf = 0.94, lift = 0.00
29 66 -> 36 58 : sup = 2915.00, conf = 0.97, lift = 0.00
58 66 -> 29 36 : sup = 2915.00, conf = 0.97, lift = 0.00
36 66 -> 29 58 : sup = 2915.00, conf = 1.00, lift = 0.00
29 -> 36 58 66 : sup = 2915.00, conf = 0.92, lift = 0.00
58 -> 29 36 66 : sup = 2915.00, conf = 0.91, lift = 0.00
36 -> 29 58 66 : sup = 2915.00, conf = 0.94, lift = 0.00
66 -> 29 36 58 : sup = 2915.00, conf = 0.96, lift = 0.00
29 58 62 -> 40 : sup = 3030.00, conf = 1.00, lift = 0.00
29 40 62 -> 58 : sup = 3030.00, conf = 1.00, lift = 0.00
40 58 62 -> 29 : sup = 3030.00, conf = 1.00, lift = 0.00
29 40 58 -> 62 : sup = 3030.00, conf = 0.96, lift = 0.00
29 62 -> 40 58 : sup = 3030.00, conf = 1.00, lift = 0.00
58 62 -> 29 40 : sup = 3030.00, conf = 0.99, lift = 0.00
29 58 -> 40 62 : sup = 3030.00, conf = 0.95, lift = 0.00
40 62 -> 29 58 : sup = 3030.00, conf = 1.00, lift = 0.00
29 40 -> 58 62 : sup = 3030.00, conf = 0.96, lift = 0.00
40 58 -> 29 62 : sup = 3030.00, conf = 0.96, lift = 0.00
62 -> 29 40 58 : sup = 3030.00, conf = 0.99, lift = 0.00
29 -> 40 58 62 : sup = 3030.00, conf = 0.95, lift = 0.00
58 -> 29 40 62 : sup = 3030.00, conf = 0.95, lift = 0.00
40 -> 29 58 62 : sup = 3030.00, conf = 0.96, lift = 0.00
29 52 60 -> 48 : sup = 2962.00, conf = 0.95, lift = 0.00
29 48 60 -> 52 : sup = 2962.00, conf = 1.00, lift = 0.00
29 48 52 -> 60 : sup = 2962.00, conf = 0.99, lift = 0.00
48 52 60 -> 29 : sup = 2962.00, conf = 1.00, lift = 0.00
29 60 -> 48 52 : sup = 2962.00, conf = 0.94, lift = 0.00
29 52 -> 48 60 : sup = 2962.00, conf = 0.93, lift = 0.00
52 60 -> 29 48 : sup = 2962.00, conf = 0.94, lift = 0.00
29 48 -> 52 60 : sup = 2962.00, conf = 0.99, lift = 0.00
48 60 -> 29 52 : sup = 2962.00, conf = 0.99, lift = 0.00
48 52 -> 29 60 : sup = 2962.00, conf = 0.99, lift = 0.00
29 -> 48 52 60 : sup = 2962.00, conf = 0.93, lift = 0.00
60 -> 29 48 52 : sup = 2962.00, conf = 0.94, lift = 0.00
52 -> 29 48 60 : sup = 2962.00, conf = 0.93, lift = 0.00
48 -> 29 52 60 : sup = 2962.00, conf = 0.98, lift = 0.00
40 52 62 -> 36 : sup = 2937.00, conf = 0.97, lift = 0.00
36 40 62 -> 52 : sup = 2937.00, conf = 1.00, lift = 0.00
36 52 62 -> 40 : sup = 2937.00, conf = 0.99, lift = 0.00
36 40 52 -> 62 : sup = 2937.00, conf = 0.96, lift = 0.00
40 62 -> 36 52 : sup = 2937.00, conf = 0.96, lift = 0.00
52 62 -> 36 40 : sup = 2937.00, conf = 0.96, lift = 0.00
40 52 -> 36 62 : sup = 2937.00, conf = 0.93, lift = 0.00
36 62 -> 40 52 : sup = 2937.00, conf = 0.99, lift = 0.00
36 40 -> 52 62 : sup = 2937.00, conf = 0.96, lift = 0.00
36 52 -> 40 62 : sup = 2937.00, conf = 0.95, lift = 0.00
62 -> 36 40 52 : sup = 2937.00, conf = 0.96, lift = 0.00
40 -> 36 52 62 : sup = 2937.00, conf = 0.93, lift = 0.00
52 -> 36 40 62 : sup = 2937.00, conf = 0.92, lift = 0.00
36 -> 40 52 62 : sup = 2937.00, conf = 0.95, lift = 0.00
40 56 58 -> 36 : sup = 2898.00, conf = 0.97, lift = 0.00
36 56 58 -> 40 : sup = 2898.00, conf = 0.99, lift = 0.00
36 40 58 -> 56 : sup = 2898.00, conf = 0.94, lift = 0.00
36 40 56 -> 58 : sup = 2898.00, conf = 1.00, lift = 0.00
56 58 -> 36 40 : sup = 2898.00, conf = 0.96, lift = 0.00
40 58 -> 36 56 : sup = 2898.00, conf = 0.91, lift = 0.00
40 56 -> 36 58 : sup = 2898.00, conf = 0.97, lift = 0.00
36 58 -> 40 56 : sup = 2898.00, conf = 0.94, lift = 0.00
36 56 -> 40 58 : sup = 2898.00, conf = 0.99, lift = 0.00
36 40 -> 56 58 : sup = 2898.00, conf = 0.94, lift = 0.00
58 -> 36 40 56 : sup = 2898.00, conf = 0.91, lift = 0.00
56 -> 36 40 58 : sup = 2898.00, conf = 0.96, lift = 0.00
40 -> 36 56 58 : sup = 2898.00, conf = 0.91, lift = 0.00
36 -> 40 56 58 : sup = 2898.00, conf = 0.94, lift = 0.00
7 29 40 62 -> 52 : sup = 2907.00, conf = 1.00, lift = 0.00
29 40 52 62 -> 7 : sup = 2907.00, conf = 0.96, lift = 0.00
7 29 52 62 -> 40 : sup = 2907.00, conf = 0.99, lift = 0.00
7 40 52 62 -> 29 : sup = 2907.00, conf = 1.00, lift = 0.00
7 29 40 52 -> 62 : sup = 2907.00, conf = 0.96, lift = 0.00
29 40 62 -> 7 52 : sup = 2907.00, conf = 0.96, lift = 0.00
7 29 62 -> 40 52 : sup = 2907.00, conf = 0.99, lift = 0.00
7 40 62 -> 29 52 : sup = 2907.00, conf = 0.99, lift = 0.00
7 29 40 -> 52 62 : sup = 2907.00, conf = 0.96, lift = 0.00
29 52 62 -> 7 40 : sup = 2907.00, conf = 0.96, lift = 0.00
40 52 62 -> 7 29 : sup = 2907.00, conf = 0.96, lift = 0.00
29 40 52 -> 7 62 : sup = 2907.00, conf = 0.92, lift = 0.00
7 52 62 -> 29 40 : sup = 2907.00, conf = 0.99, lift = 0.00
7 29 52 -> 40 62 : sup = 2907.00, conf = 0.95, lift = 0.00
7 40 52 -> 29 62 : sup = 2907.00, conf = 0.96, lift = 0.00
29 62 -> 7 40 52 : sup = 2907.00, conf = 0.95, lift = 0.00
40 62 -> 7 29 52 : sup = 2907.00, conf = 0.95, lift = 0.00
29 40 -> 7 52 62 : sup = 2907.00, conf = 0.92, lift = 0.00
7 62 -> 29 40 52 : sup = 2907.00, conf = 0.99, lift = 0.00
7 29 -> 40 52 62 : sup = 2907.00, conf = 0.95, lift = 0.00
7 40 -> 29 52 62 : sup = 2907.00, conf = 0.95, lift = 0.00
52 62 -> 7 29 40 : sup = 2907.00, conf = 0.95, lift = 0.00
29 52 -> 7 40 62 : sup = 2907.00, conf = 0.92, lift = 0.00
40 52 -> 7 29 62 : sup = 2907.00, conf = 0.92, lift = 0.00
7 52 -> 29 40 62 : sup = 2907.00, conf = 0.95, lift = 0.00
62 -> 7 29 40 52 : sup = 2907.00, conf = 0.95, lift = 0.00
29 -> 7 40 52 62 : sup = 2907.00, conf = 0.91, lift = 0.00
40 -> 7 29 52 62 : sup = 2907.00, conf = 0.92, lift = 0.00
