Antecedent,Consequent,Support,Confidence,Lift,Conviction
"34 36 52","60",2889.0000,0.9847,0.0003,-205249.6000
"52 60","34 36",2889.0000,0.9207,0.0003,-37076.2892
"36 60","34 52",2889.0000,0.9466,0.0003,-56733.4969
"36 52","34 60",2889.0000,0.9356,0.0003,-46459.6583
"34 60","36 52",2889.0000,0.9646,0.0003,-87222.3113
"34 52","36 60",2889.0000,0.9532,0.0003,-65123.8099
"34 36","52 60",2889.0000,0.9817,0.0003,-170966.5000
"60","34 36 52",2889.0000,0.9174,0.0003,-35523.1423
"52","34 36 60",2889.0000,0.9071,0.0003,-31172.1115
"36","34 52 60",2889.0000,0.9322,0.0003,-44050.0714
"34","36 52 60",2889.0000,0.9503,0.0003,-61202.6490
"36 40 58","48",2960.0000,0.9635,0.0003,-82614.8571
"40 48 58","36",2960.0000,0.9913,0.0003,-355793.3846
"36 48 58","40",2960.0000,0.9913,0.0003,-363947.4615
"36 40 48","58",2960.0000,0.9997,0.0003,-9457434.0000
"40 58","36 48",2960.0000,0.9340,0.0003,-45275.7608
"36 58","40 48",2960.0000,0.9555,0.0003,-67033.5362
"36 40","48 58",2960.0000,0.9632,0.0003,-81883.2124
"48 58","36 40",2960.0000,0.9827,0.0003,-177939.6923
"40 48","36 58",2960.0000,0.9910,0.0003,-342619.9630
"36 48","40 58",2960.0000,0.9910,0.0003,-350474.6667
"58","36 40 48",2960.0000,0.9264,0.0003,-40243.4043
"40","36 48 58",2960.0000,0.9338,0.0003,-45059.2857
"36","40 48 58",2960.0000,0.9551,0.0003,-66550.4676
"48","36 40 58",2960.0000,0.9824,0.0003,-174583.4528
"7 29 52 58","36",2960.0000,0.9683,0.0003,-97634.9072
"7 29 36 58","52",2960.0000,0.9963,0.0003,-859969.4545
"29 36 52 58","7",2960.0000,0.9635,0.0003,-84342.8571
"7 29 36 52","58",2960.0000,0.9997,0.0003,-9457434.0000
"7 36 52 58","29",2960.0000,0.9976,0.0003,-1347865.7143
"7 29 58","36 52",2960.0000,0.9648,0.0003,-87693.6667
"29 52 58","7 36",2960.0000,0.9340,0.0003,-45154.4593
"7 29 52","36 58",2960.0000,0.9680,0.0003,-96639.0408
"7 52 58","29 36",2960.0000,0.9661,0.0003,-90829.9231
"29 36 58","7 52",2960.0000,0.9601,0.0003,-76799.2846
"7 29 36","52 58",2960.0000,0.9960,0.0003,-788323.0000
"7 36 58","29 52",2960.0000,0.9940,0.0003,-524293.4444
"29 36 52","7 58",2960.0000,0.9632,0.0003,-83596.4779
"36 52 58","7 29",2960.0000,0.9589,0.0003,-74574.1417
"7 36 52","29 58",2960.0000,0.9973,0.0003,-1179409.0000
"29 58","7 36 52",2960.0000,0.9308,0.0003,-42886.6364
"7 29","36 52 58",2960.0000,0.9645,0.0003,-86889.3028
"7 58","29 36 52",2960.0000,0.9626,0.0003,-82142.6087
"29 52","7 36 58",2960.0000,0.9338,0.0003,-44938.5238
"52 58","7 29 36",2960.0000,0.9296,0.0003,-42230.6429
"7 52","29 36 58",2960.0000,0.9657,0.0003,-89965.0476
"29 36","7 52 58",2960.0000,0.9598,0.0003,-76179.7742
"36 58","7 29 52",2960.0000,0.9555,0.0003,-68627.4348
"7 36","29 52 58",2960.0000,0.9936,0.0003,-496709.0526
"36 52","7 29 58",2960.0000,0.9585,0.0003,-73991.3750
"29","7 36 52 58",2960.0000,0.9305,0.0003,-42691.6109
"58","7 29 36 52",2960.0000,0.9264,0.0003,-40243.4043
"7","29 36 52 58",2960.0000,0.9623,0.0003,-81434.4483
"52","7 29 36 58",2960.0000,0.9294,0.0003,-42042.0000
"36","7 29 52 58",2960.0000,0.9551,0.0003,-68133.4101
"7 52 58","66",2894.0000,0.9445,0.0003,-54431.0588
"7 58 66","52",2894.0000,0.9962,0.0003,-840865.4545
"52 58 66","7",2894.0000,0.9618,0.0003,-80458.0435
"7 52 66","58",2894.0000,0.9997,0.0003,-9246630.0000
"7 58","52 66",2894.0000,0.9411,0.0003,-51119.7514
"52 58","7 66",2894.0000,0.9089,0.0003,-31894.8966
"7 52","58 66",2894.0000,0.9442,0.0003,-54112.4854
"58 66","7 52",2894.0000,0.9583,0.0003,-73438.7302
"7 66","52 58",2894.0000,0.9959,0.0003,-770816.5000
"52 66","7 58",2894.0000,0.9615,0.0003,-79765.0000
"58","7 52 66",2894.0000,0.9058,0.0003,-30718.7043
"7","52 58 66",2894.0000,0.9408,0.0003,-50838.5055
"52","7 58 66",2894.0000,0.9086,0.0003,-31784.3299
"66","7 52 58",2894.0000,0.9580,0.0003,-72860.8110
"29 36 52","66",2905.0000,0.9453,0.0003,-55240.8333
"29 52 66","36",2905.0000,0.9677,0.0003,-95878.3093
"29 36 66","52",2905.0000,0.9962,0.0003,-844049.4545
"36 52 66","29",2905.0000,0.9973,0.0003,-1157917.5000
"29 52","36 66",2905.0000,0.9164,0.0003,-34965.6981
"29 36","52 66",2905.0000,0.9420,0.0003,-51842.2123
"36 52","29 66",2905.0000,0.9407,0.0003,-50825.4426
"29 66","36 52",2905.0000,0.9642,0.0003,-86121.5833
"52 66","29 36",2905.0000,0.9651,0.0003,-88379.3333
"36 66","29 52",2905.0000,0.9935,0.0003,-487692.4211
"29","36 52 66",2905.0000,0.9132,0.0003,-33561.8551
"52","29 36 66",2905.0000,0.9121,0.0003,-33158.1250
"36","29 52 66",2905.0000,0.9374,0.0003,-47938.6546
"66","29 36 52",2905.0000,0.9616,0.0003,-80004.4138
"29 58 62","34",2909.0000,0.9553,0.0003,-68042.3162
"29 34 62","58",2909.0000,1.0000,0.0003,Infinity
"34 58 62","29",2909.0000,0.9986,0.0003,-2315835.0000
"29 34 58","62",2909.0000,0.9585,0.0003,-73683.0556
"29 62","34 58",2909.0000,0.9553,0.0003,-68019.9265
"58 62","29 34",2909.0000,0.9507,0.0003,-61503.9735
"29 58","34 62",2909.0000,0.9148,0.0003,-34170.3321
"34 62","29 58",2909.0000,0.9986,0.0003,-2315106.7500
"29 34","58 62",2909.0000,0.9582,0.0003,-73126.9606
"34 58","29 62",2909.0000,0.9572,0.0003,-71159.3538
"62","29 34 58",2909.0000,0.9507,0.0003,-61483.7086
"29","34 58 62",2909.0000,0.9145,0.0003,-34055.4118
"58","29 34 62",2909.0000,0.9105,0.0003,-32486.2238
"34","29 58 62",2909.0000,0.9569,0.0003,-70639.3893
"29 40 62","52",3019.0000,0.9964,0.0003,-877047.2727
"29 52 62","40",3019.0000,0.9951,0.0003,-640983.0667
"40 52 62","29",3019.0000,0.9951,0.0003,-643208.0000
"29 40 52","62",3019.0000,0.9602,0.0003,-76939.9680
"29 62","40 52",3019.0000,0.9915,0.0003,-369850.3846
"40 62","29 52",3019.0000,0.9915,0.0003,-371138.6538
"29 40","52 62",3019.0000,0.9569,0.0003,-70709.1176
"52 62","29 40",3019.0000,0.9902,0.0003,-320551.5333
"29 52","40 62",3019.0000,0.9524,0.0003,-63903.8411
"40 52","29 62",3019.0000,0.9557,0.0003,-68685.6857
"62","29 40 52",3019.0000,0.9866,0.0003,-234575.1220
"29","40 52 62",3019.0000,0.9491,0.0003,-59555.3889
"40","29 52 62",3019.0000,0.9524,0.0003,-63672.9139
"52","29 40 62",3019.0000,0.9479,0.0003,-58116.6566
"29 58 60","36",3038.0000,0.9691,0.0003,-100126.0825
"29 36 60","58",3038.0000,0.9997,0.0003,-9706566.0000
"29 36 58","60",3038.0000,0.9854,0.0003,-215672.9778
"36 58 60","29",3038.0000,0.9957,0.0003,-746321.5385
"29 60","36 58",3038.0000,0.9688,0.0003,-99104.0000
"29 58","36 60",3038.0000,0.9553,0.0003,-68325.2113
"58 60","29 36",3038.0000,0.9651,0.0003,-88229.8545
"29 36","58 60",3038.0000,0.9851,0.0003,-210985.8261
"36 60","29 58",3038.0000,0.9954,0.0003,-693022.0000
"36 58","29 60",3038.0000,0.9806,0.0003,-161870.5000
"29","36 58 60",3038.0000,0.9550,0.0003,-67846.5035
"60","29 36 58",3038.0000,0.9648,0.0003,-87434.3964
"58","29 36 60",3038.0000,0.9509,0.0003,-61824.2675
"36","29 58 60",3038.0000,0.9803,0.0003,-159217.4754
"29 56 58","40",2980.0000,0.9917,0.0003,-380913.8000
"29 40 58","56",2980.0000,0.9448,0.0003,-54741.8391
"29 40 56","58",2980.0000,0.9997,0.0003,-9521314.0000
"40 56 58","29",2980.0000,0.9950,0.0003,-634940.0000
"29 58","40 56",2980.0000,0.9371,0.0003,-47620.5000
"29 56","40 58",2980.0000,0.9914,0.0003,-366269.5385
"56 58","29 40",2980.0000,0.9868,0.0003,-238127.0000
"29 40","56 58",2980.0000,0.9445,0.0003,-54428.2571
"40 58","29 56",2980.0000,0.9404,0.0003,-50385.4233
"40 56","29 58",2980.0000,0.9947,0.0003,-595267.7500
"29","40 56 58",2980.0000,0.9368,0.0003,-47382.6567
"58","29 40 56",2980.0000,0.9327,0.0003,-44284.1860
"56","29 40 58",2980.0000,0.9864,0.0003,-232322.2683
"40","29 56 58",2980.0000,0.9401,0.0003,-50119.3684
"58 60","66",3020.0000,0.9593,0.0003,-74273.1250
"60 66","58",3020.0000,0.9997,0.0003,-9649074.0000
"58 66","60",3020.0000,1.0000,0.0003,Infinity
"60","58 66",3020.0000,0.9590,0.0003,-73696.3643
"58","60 66",3020.0000,0.9452,0.0003,-55136.5714
"66","58 60",3020.0000,0.9997,0.0003,-9507087.0000
"36 40 60","48",2935.0000,0.9696,0.0003,-99101.3478
"40 48 60","36",2935.0000,0.9912,0.0003,-352814.5385
"36 48 60","40",2935.0000,0.9916,0.0003,-375209.6000
"36 40 48","60",2935.0000,0.9912,0.0003,-358508.7692
"40 60","36 48",2935.0000,0.9395,0.0003,-49355.8942
"36 60","40 48",2935.0000,0.9617,0.0003,-77891.2137
"36 40","48 60",2935.0000,0.9551,0.0003,-66470.3261
"48 60","36 40",2935.0000,0.9829,0.0003,-179862.5882
"40 48","36 60",2935.0000,0.9826,0.0003,-175256.4808
"36 48","40 60",2935.0000,0.9826,0.0003,-179392.3269
"60","36 40 48",2935.0000,0.9320,0.0003,-43556.2617
"40","36 48 60",2935.0000,0.9259,0.0003,-39915.0213
"36","40 48 60",2935.0000,0.9471,0.0003,-55933.1707
"48","36 40 60",2935.0000,0.9741,0.0003,-116888.9487
"40 52 58","34",3007.0000,0.9522,0.0003,-63557.3642
"34 40 58","52",3007.0000,0.9970,0.0003,-1066993.7778
"34 52 58","40",3007.0000,0.9924,0.0003,-417481.3043
"34 40 52","58",3007.0000,0.9997,0.0003,-9607552.0000
"40 58","34 52",3007.0000,0.9489,0.0003,-59272.0370
"52 58","34 40",3007.0000,0.9444,0.0003,-54253.9209
"40 52","34 58",3007.0000,0.9519,0.0003,-63138.4342
"34 58","40 52",3007.0000,0.9895,0.0003,-299911.3125
"34 40","52 58",3007.0000,0.9967,0.0003,-960311.1000
"34 52","40 58",3007.0000,0.9921,0.0003,-400092.0000
"58","34 40 52",3007.0000,0.9412,0.0003,-51103.0053
"40","34 52 58",3007.0000,0.9486,0.0003,-58907.5460
"52","34 40 58",3007.0000,0.9441,0.0003,-53948.1742
"34","40 52 58",3007.0000,0.9891,0.0003,-290826.6667
"40 52 56","36",2894.0000,0.9676,0.0003,-95526.9897
"36 40 56","52",2894.0000,0.9983,0.0003,-1846083.2000
"36 52 56","40",2894.0000,0.9914,0.0003,-370012.4400
"36 40 52","56",2894.0000,0.9451,0.0003,-55043.0952
"40 56","36 52",2894.0000,0.9660,0.0003,-90673.0588
"52 56","36 40",2894.0000,0.9595,0.0003,-75943.8689
"40 52","36 56",2894.0000,0.9161,0.0003,-34844.3660
"36 56","40 52",2894.0000,0.9897,0.0003,-307799.7333
"36 40","52 56",2894.0000,0.9418,0.0003,-51760.3073
"36 52","40 56",2894.0000,0.9372,0.0003,-47672.9897
"56","36 40 52",2894.0000,0.9580,0.0003,-72813.2362
"40","36 52 56",2894.0000,0.9129,0.0003,-33514.7101
"52","36 40 56",2894.0000,0.9086,0.0003,-31718.6598
"36","40 52 56",2894.0000,0.9338,0.0003,-45200.0488
"7 29 52 60","36",2916.0000,0.9678,0.0003,-96229.6289
"7 29 36 60","52",2916.0000,0.9962,0.0003,-847233.4545
"29 36 52 60","7",2916.0000,0.9630,0.0003,-83134.8214
"7 29 36 52","60",2916.0000,0.9848,0.0003,-207138.4000
"7 36 52 60","29",2916.0000,0.9976,0.0003,-1327877.1429
"7 29 60","36 52",2916.0000,0.9643,0.0003,-86436.0000
"29 52 60","7 36",2916.0000,0.9331,0.0003,-44527.5120
"7 29 52","36 60",2916.0000,0.9536,0.0003,-65703.9296
"7 52 60","29 36",2916.0000,0.9656,0.0003,-89525.5769
"29 36 60","7 52",2916.0000,0.9595,0.0003,-75703.2195
"7 29 36","52 60",2916.0000,0.9812,0.0003,-166485.0714
"7 36 60","29 52",2916.0000,0.9939,0.0003,-516547.0000
"29 36 52","7 60",2916.0000,0.9489,0.0003,-59306.9427
"36 52 60","7 29",2916.0000,0.9589,0.0003,-74638.3040
"7 36 52","29 60",2916.0000,0.9825,0.0003,-178936.1538
"29 60","7 36 52",2916.0000,0.9298,0.0003,-42293.2364
"7 29","36 52 60",2916.0000,0.9501,0.0003,-60978.8235
"7 60","29 36 52",2916.0000,0.9621,0.0003,-80967.2348
"29 52","7 36 60",2916.0000,0.9199,0.0003,-36604.7638
"52 60","7 29 36",2916.0000,0.9293,0.0003,-41995.4865
"7 52","29 36 60",2916.0000,0.9514,0.0003,-62493.0872
"29 36","7 52 60",2916.0000,0.9455,0.0003,-55420.2143
"36 60","7 29 52",2916.0000,0.9554,0.0003,-68602.6765
"7 36","29 52 60",2916.0000,0.9789,0.0003,-147720.5714
"36 52","7 29 60",2916.0000,0.9443,0.0003,-54273.3953
"29","7 36 52 60",2916.0000,0.9167,0.0003,-35075.0264
"60","7 29 36 52",2916.0000,0.9260,0.0003,-40004.4635
"7","29 36 52 60",2916.0000,0.9480,0.0003,-58194.0750
"52","7 29 36 60",2916.0000,0.9155,0.0003,-34644.2751
"36","7 29 52 60",2916.0000,0.9409,0.0003,-51006.4918
"5 29 40 58","52",2931.0000,0.9963,0.0003,-851575.2727
"29 40 52 58","5",2931.0000,0.9325,0.0003,-44031.6509
"5 29 52 58","40",2931.0000,0.9929,0.0003,-445470.8571
"5 29 40 52","58",2931.0000,0.9997,0.0003,-9364808.0000
"5 40 52 58","29",2931.0000,0.9976,0.0003,-1334691.4286
"29 40 58","5 52",2931.0000,0.9293,0.0003,-41850.6099
"5 29 58","40 52",2931.0000,0.9892,0.0003,-292411.0625
"5 29 40","52 58",2931.0000,0.9959,0.0003,-780630.7500
"5 40 58","29 52",2931.0000,0.9939,0.0003,-519187.8333
"29 52 58","5 40",2931.0000,0.9249,0.0003,-39266.3067
"29 40 52","5 58",2931.0000,0.9323,0.0003,-43824.1127
"40 52 58","5 29",2931.0000,0.9281,0.0003,-41220.9427
"5 29 52","40 58",2931.0000,0.9925,0.0003,-425232.0000
"5 52 58","29 40",2931.0000,0.9905,0.0003,-333310.2143
"5 40 52","29 58",2931.0000,0.9973,0.0003,-1167885.1250
"29 58","5 40 52",2931.0000,0.9217,0.0003,-37521.4458
"29 40","5 52 58",2931.0000,0.9290,0.0003,-41662.9018
"40 58","5 29 52",2931.0000,0.9249,0.0003,-39306.2521
"5 29","40 52 58",2931.0000,0.9889,0.0003,-283556.0000
"5 58","29 40 52",2931.0000,0.9869,0.0003,-239351.5385
"5 40","29 52 58",2931.0000,0.9936,0.0003,-491873.6842
"29 52","5 40 58",2931.0000,0.9246,0.0003,-39101.0879
"52 58","5 29 40",2931.0000,0.9205,0.0003,-37025.0119
"40 52","5 29 58",2931.0000,0.9278,0.0003,-41039.2895
"5 52","29 40 58",2931.0000,0.9902,0.0003,-321823.4483
"29","5 40 52 58",2931.0000,0.9214,0.0003,-37370.3880
"58","5 29 40 52",2931.0000,0.9174,0.0003,-35471.7614
"40","5 29 52 58",2931.0000,0.9246,0.0003,-39140.8787
"5","29 40 52 58",2931.0000,0.9865,0.0003,-233372.0500
"52","5 29 40 58",2931.0000,0.9203,0.0003,-36878.2874
"7 29 40 56","52",2882.0000,0.9983,0.0003,-1838441.6000
"29 40 52 56","7",2882.0000,0.9684,0.0003,-97353.1915
"7 29 52 56","40",2882.0000,0.9914,0.0003,-368491.3200
"7 29 40 52","56",2882.0000,0.9505,0.0003,-61044.2667
"7 40 52 56","29",2882.0000,0.9976,0.0003,-1312431.4286
"29 40 56","7 52",2882.0000,0.9668,0.0003,-92260.4444
"7 29 56","40 52",2882.0000,0.9897,0.0003,-306536.5333
"7 29 40","52 56",2882.0000,0.9471,0.0003,-56985.3727
"7 40 56","29 52",2882.0000,0.9959,0.0003,-764257.1667
"29 52 56","7 40",2882.0000,0.9603,0.0003,-76891.1681
"29 40 52","7 56",2882.0000,0.9167,0.0003,-35016.0000
"40 52 56","7 29",2882.0000,0.9636,0.0003,-84187.0459
"7 29 52","40 56",2882.0000,0.9424,0.0003,-52038.1250
"7 52 56","29 40",2882.0000,0.9890,0.0003,-287211.1250
"7 40 52","29 56",2882.0000,0.9483,0.0003,-58166.8471
"29 56","7 40 52",2882.0000,0.9587,0.0003,-73647.0000
"29 40","7 52 56",2882.0000,0.9135,0.0003,-33664.8901
"40 56","7 29 52",2882.0000,0.9619,0.0003,-80340.1053
"7 29","40 52 56",2882.0000,0.9391,0.0003,-49071.1765
"7 56","29 40 52",2882.0000,0.9873,0.0003,-247957.2162
"7 40","29 52 56",2882.0000,0.9449,0.0003,-54464.2857
"29 52","7 40 56",2882.0000,0.9091,0.0003,-31843.0903
"52 56","7 29 40",2882.0000,0.9556,0.0003,-68467.7015
"40 52","7 29 56",2882.0000,0.9123,0.0003,-33198.0108
"7 52","29 40 56",2882.0000,0.9403,0.0003,-49910.9290
"29","7 40 52 56",2882.0000,0.9060,0.0003,-30724.8428
"56","7 29 40 52",2882.0000,0.9540,0.0003,-65875.1871
"40","7 29 52 56",2882.0000,0.9091,0.0003,-31986.1806
"7","29 40 52 56",2882.0000,0.9369,0.0003,-47170.6186
"52","7 29 40 56",2882.0000,0.9049,0.0003,-30336.3366
"7 52 60","66",2895.0000,0.9586,0.0003,-72963.2000
"7 60 66","52",2895.0000,0.9962,0.0003,-841154.9091
"52 60 66","7",2895.0000,0.9618,0.0003,-80484.7826
"7 52 66","60",2895.0000,1.0000,0.0003,Infinity
"7 60","52 66",2895.0000,0.9551,0.0003,-67060.8750
"52 60","7 66",2895.0000,0.9226,0.0003,-37513.9506
"7 52","60 66",2895.0000,0.9445,0.0003,-54448.8235
"60 66","7 52",2895.0000,0.9583,0.0003,-73463.0476
"7 66","52 60",2895.0000,0.9962,0.0003,-828738.3636
"52 66","7 60",2895.0000,0.9618,0.0003,-79306.9565
"60","7 52 66",2895.0000,0.9193,0.0003,-35878.7638
"7","52 60 66",2895.0000,0.9412,0.0003,-51136.3757
"52","7 60 66",2895.0000,0.9089,0.0003,-31904.9138
"66","7 52 60",2895.0000,0.9583,0.0003,-72384.1190
"29 58 62","36",2948.0000,0.9681,0.0003,-97251.6495
"29 36 62","58",2948.0000,1.0000,0.0003,Infinity
"36 58 62","29",2948.0000,0.9949,0.0003,-628156.0000
"29 36 58","62",2948.0000,0.9562,0.0003,-69858.4963
"29 62","36 58",2948.0000,0.9681,0.0003,-97220.2577
"58 62","29 36",2948.0000,0.9634,0.0003,-84231.9643
"29 58","36 62",2948.0000,0.9270,0.0003,-40599.8276
"36 62","29 58",2948.0000,0.9949,0.0003,-627958.4667
"29 36","58 62",2948.0000,0.9559,0.0003,-69367.3235
"36 58","29 62",2948.0000,0.9516,0.0003,-62868.7467
"62","29 36 58",2948.0000,0.9634,0.0003,-84204.6429
"29","36 58 62",2948.0000,0.9268,0.0003,-40438.2918
"58","29 36 62",2948.0000,0.9227,0.0003,-38120.1012
"36","29 58 62",2948.0000,0.9513,0.0003,-62472.5563
"29 56 60","40",2937.0000,0.9919,0.0003,-390975.3750
"29 40 60","56",2937.0000,0.9441,0.0003,-53995.5172
"29 40 56","60",2937.0000,0.9852,0.0003,-213277.0000
"40 56 60","29",2937.0000,0.9956,0.0003,-721615.3846
"29 60","40 56",2937.0000,0.9365,0.0003,-47197.5879
"29 56","40 60",2937.0000,0.9770,0.0003,-136054.1739
"56 60","29 40",2937.0000,0.9876,0.0003,-253513.4054
"29 40","56 60",2937.0000,0.9309,0.0003,-43026.6743
"40 60","29 56",2937.0000,0.9401,0.0003,-50201.1765
"40 56","29 60",2937.0000,0.9803,0.0003,-159194.2373
"29","40 56 60",2937.0000,0.9233,0.0003,-38445.7746
"60","29 40 56",2937.0000,0.9327,0.0003,-44264.2453
"56","29 40 60",2937.0000,0.9722,0.0003,-111848.9286
"40","29 56 60",2937.0000,0.9265,0.0003,-40271.2446
"58 62","66",2892.0000,0.9451,0.0003,-55007.1429
"62 66","58",2892.0000,1.0000,0.0003,Infinity
"58 66","62",2892.0000,0.9576,0.0003,-72173.2813
"62","58 66",2892.0000,0.9451,0.0003,-54988.9286
"58","62 66",2892.0000,0.9052,0.0003,-30484.3069
"66","58 62",2892.0000,0.9573,0.0003,-71637.5116
"40 52 60","34",2964.0000,0.9521,0.0003,-63492.6644
"34 40 60","52",2964.0000,0.9970,0.0003,-1051781.3333
"34 52 60","40",2964.0000,0.9926,0.0003,-430119.7273
"34 40 52","60",2964.0000,0.9854,0.0003,-215208.7273
"40 60","34 52",2964.0000,0.9488,0.0003,-59160.7500
"52 60","34 40",2964.0000,0.9446,0.0003,-54392.0000
"40 52","34 60",2964.0000,0.9383,0.0003,-48502.8000
"34 60","40 52",2964.0000,0.9896,0.0003,-305103.5484
"34 40","52 60",2964.0000,0.9824,0.0003,-178572.2453
"34 52","40 60",2964.0000,0.9779,0.0003,-141280.7910
"60","34 40 52",2964.0000,0.9413,0.0003,-51184.0162
"40","34 52 60",2964.0000,0.9350,0.0003,-45934.2233
"52","34 40 60",2964.0000,0.9306,0.0003,-42831.7647
"34","40 52 60",2964.0000,0.9750,0.0003,-124480.0000
"40 52 58","36",3061.0000,0.9693,0.0003,-100860.6598
"36 40 58","52",3061.0000,0.9964,0.0003,-889204.3636
"36 52 58","40",3061.0000,0.9916,0.0003,-376257.8077
"36 40 52","58",3061.0000,0.9997,0.0003,-9780028.0000
"40 58","36 52",3061.0000,0.9659,0.0003,-90580.5833
"52 58","36 40",3061.0000,0.9614,0.0003,-79522.3415
"40 52","36 58",3061.0000,0.9690,0.0003,-99830.8469
"36 58","40 52",3061.0000,0.9881,0.0003,-264418.4865
"36 40","52 58",3061.0000,0.9961,0.0003,-815113.2500
"36 52","40 58",3061.0000,0.9913,0.0003,-362325.3333
"58","36 40 52",3061.0000,0.9581,0.0003,-72984.2910
"40","36 52 58",3061.0000,0.9656,0.0003,-89748.8073
"52","36 40 58",3061.0000,0.9611,0.0003,-78880.1210
"36","40 52 58",3061.0000,0.9877,0.0003,-257461.6579
"5 29 40 60","52",2888.0000,0.9962,0.0003,-839128.7273
"29 40 52 60","5",2888.0000,0.9316,0.0003,-43429.2453
"5 29 52 60","40",2888.0000,0.9931,0.0003,-460772.6000
"5 29 40 52","60",2888.0000,0.9850,0.0003,-209771.2727
"5 40 52 60","29",2888.0000,0.9983,0.0003,-1839948.0000
"29 40 60","5 52",2888.0000,0.9283,0.0003,-41280.0404
"5 29 60","40 52",2888.0000,0.9894,0.0003,-297361.3548
"5 29 40","52 60",2888.0000,0.9813,0.0003,-167858.0182
"5 40 60","29 52",2888.0000,0.9945,0.0003,-575173.5000
"29 52 60","5 40",2888.0000,0.9242,0.0003,-38884.4937
"29 40 52","5 60",2888.0000,0.9186,0.0003,-35898.0938
"40 52 60","5 29",2888.0000,0.9277,0.0003,-40994.7511
"5 29 52","40 60",2888.0000,0.9780,0.0003,-141880.2923
"5 52 60","29 40",2888.0000,0.9914,0.0003,-367504.0800
"5 40 52","29 60",2888.0000,0.9826,0.0003,-180662.0588
"29 60","5 40 52",2888.0000,0.9209,0.0003,-37151.4839
"29 40","5 52 60",2888.0000,0.9154,0.0003,-34409.5880
"40 60","5 29 52",2888.0000,0.9245,0.0003,-39076.4746
"5 29","40 52 60",2888.0000,0.9744,0.0003,-121368.0000
"5 60","29 40 52",2888.0000,0.9877,0.0003,-255281.4444
"5 40","29 52 60",2888.0000,0.9790,0.0003,-148641.9355
"29 52","5 40 60",2888.0000,0.9110,0.0003,-32633.0142
"52 60","5 29 40",2888.0000,0.9203,0.0003,-36927.9840
"40 52","5 29 60",2888.0000,0.9142,0.0003,-34014.6199
"5 52","29 40 60",2888.0000,0.9757,0.0003,-127855.5556
"29","5 40 52 60",2888.0000,0.9079,0.0003,-31397.4471
"60","5 29 40 52",2888.0000,0.9171,0.0003,-35362.9080
"40","5 29 52 60",2888.0000,0.9110,0.0003,-32677.9787
"5","29 40 52 60",2888.0000,0.9721,0.0003,-110929.2651
"52","5 29 40 60",2888.0000,0.9068,0.0003,-31077.8788
"7 29 40 58","52",3031.0000,0.9964,0.0003,-880520.7273
"29 40 52 58","7",3031.0000,0.9644,0.0003,-86292.1875
"7 29 52 58","40",3031.0000,0.9915,0.0003,-372601.2692
"7 29 40 52","58",3031.0000,0.9997,0.0003,-9684208.0000
"7 40 52 58","29",3031.0000,0.9977,0.0003,-1380120.0000
"29 40 58","7 52",3031.0000,0.9610,0.0003,-78567.9350
"7 29 58","40 52",3031.0000,0.9879,0.0003,-261857.9459
"7 29 40","52 58",3031.0000,0.9961,0.0003,-807155.7500
"7 40 58","29 52",3031.0000,0.9941,0.0003,-536793.3889
"29 52 58","7 40",3031.0000,0.9565,0.0003,-70016.5290
"29 40 52","7 58",3031.0000,0.9641,0.0003,-85527.9292
"40 52 58","7 29",3031.0000,0.9598,0.0003,-76289.3228
"7 29 52","40 58",3031.0000,0.9912,0.0003,-358805.3333
"7 52 58","29 40",3031.0000,0.9892,0.0003,-292844.1212
"7 40 52","29 58",3031.0000,0.9974,0.0003,-1207622.6250
"29 58","7 40 52",3031.0000,0.9531,0.0003,-64837.8523
"29 40","7 52 58",3031.0000,0.9607,0.0003,-77933.5887
"40 58","7 29 52",3031.0000,0.9565,0.0003,-70200.2391
"7 29","40 52 58",3031.0000,0.9876,0.0003,-254969.2895
"7 58","29 40 52",3031.0000,0.9857,0.0003,-219652.8409
"7 40","29 52 58",3031.0000,0.9938,0.0003,-508547.3684
"29 52","7 40 58",3031.0000,0.9562,0.0003,-69511.9424
"52 58","7 29 40",3031.0000,0.9519,0.0003,-63305.4118
"40 52","7 29 58",3031.0000,0.9595,0.0003,-75692.6016
"7 52","29 40 58",3031.0000,0.9889,0.0003,-284233.6765
"29","7 40 52 58",3031.0000,0.9528,0.0003,-64404.6467
"58","7 29 40 52",3031.0000,0.9487,0.0003,-59049.0549
"40","7 29 52 58",3031.0000,0.9562,0.0003,-69694.3885
"7","29 40 52 58",3031.0000,0.9854,0.0003,-214773.1556
"52","7 29 40 58",3031.0000,0.9516,0.0003,-62893.4091
"29 58 66","34",2881.0000,0.9565,0.0003,-69873.8015
"29 34 58","66",2881.0000,0.9493,0.0003,-59517.5325
"29 34 66","58",2881.0000,0.9997,0.0003,-9205108.0000
"34 58 66","29",2881.0000,0.9986,0.0003,-2293575.0000
"29 58","34 66",2881.0000,0.9060,0.0003,-30683.2776
"29 66","34 58",2881.0000,0.9562,0.0003,-69344.6515
"58 66","29 34",2881.0000,0.9540,0.0003,-65940.2878
"29 34","58 66",2881.0000,0.9489,0.0003,-59133.4452
"34 58","29 66",2881.0000,0.9480,0.0003,-57933.3418
"34 66","29 58",2881.0000,0.9983,0.0003,-1834918.8000
"29","34 58 66",2881.0000,0.9057,0.0003,-30580.0133
"58","29 34 66",2881.0000,0.9017,0.0003,-29314.6338
